@relation textClassifier

@attribute textClassifier {btp, commercial, informatique, tourisme}
@attribute text String

@data
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Depuis 2001 Axecibles accélere la performance digitale de ses clients (PME PMI artisans commerçants et professions libérales). 7000 clients nous font confiance. 14 millions de C.A. en 2015. Nos solutions sur mesure sont éprouvées novatrices et a forte valeur ajoutée. Origine France Garantie Google Partner et certifiée Prestashop Axecibles est résolument tournée vers la qualité la proximité le service et le retour sur investissement pour chacun de ses clients et partenaires.'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Créateur de sites web depuis 2001 l’agence de communication Axecibles accompagne ses clients professionnels (Professions libérales PME commerçants artisans …) dans la mise en place de leur stratégie de développement par le média web. Présent à travers toute la France et la Belgique avec nos 14 implantations 7000 entreprises nous font déjà confiance. Fort de nos résultats en 2014 de 16 M€ de chiffre d’affaires nous poursuivons notre développement en recrutant de nouveaux collaborateurs.'
commercial,'Parmi les leaders sur son marché cette union de coopératives du centre sud de la France exporte un volume croissant de bovins en Europe du Sud et de plus en plus sur le pourtour méditerranéen. L’entreprise travaille à partir d’une dizaine de plateformes d’expéditions situées au cœur du berceau des races Aubrac Charolais et Salers faisant d’elle un spécialiste reconnu et incontournable. Fort de ce savoir faire son développement est soutenu et nécessite aujourd’hui l’arrivée d’un nouveau COMMERCIAL EXPORT BOVIN H/F Sous la responsabilité du Directeur Commercial vous aurez pour mission d’acheter d’agréer pour l’export de trier et de vendre sur les Centres les broutards des coopératives adhérentes et des fournisseurs extérieurs. Vous aurez à prendre en charge les clients étrangers venant en France et prospecterez à l’étranger pour développer de nouveaux marchés. En lien avec votre hiérarchie vous assurerez l’interface entre la structure en France et l’international. Votre première expérience sur le terrain en tant que Commercial Export Bovins vous permet d’estimer au mieux pour l’ensemble des parties prenantes la valeur commerciale des bovins maigres. Doté d’une forte capacité de travail vous êtes disponible pour assurer de nombreux déplacements dans le Centre Sud de la France. Sur certaines périodes des déplacements à l’étranger seront également à prévoir (Italie Grèce…) Pour cela la maîtrise de l’Anglais et de l’Italien sont un plus indéniable. Disposant d’une première expérience réussie dans ce marché vous savez mettre en œuvre un plan d actions commerciales dans le cadre de la stratégie et des objectifs annuels définis par votre direction commerciale. Issu du monde agricole et/ou ayant développé des connaissances qui vous permettent d’être légitime dans ce milieu vous accompagnerez vos clients dans la durée sur la base d’un partenariat de confiance. De nature sociable vous développez un excellent relationnel et êtes capable de vous intégrer facilement dans une équipe de commerciaux à forte personnalité. Votre autonomie votre dynamisme votre approche commerciale structurée votre sérieux et votre réactivité dans le suivi de la relation client vous permettront de bénéficier du développement d’une belle entreprise à fort potentiel. Véhicule de société téléphone et informatique d entreprise. Rémunération fixe + variable motivante. Poste à pourvoir sur le Centre Sud.'
commercial,'Votre mission : Directement rattaché au fondateur de l’entreprise et/ou au Directeur Commercial vous prospectez en autonomie les principaux acteurs du Transport BTP… : prospection téléphonique et terrain présentation des solutions innovantes à fortes valeurs ajoutées négociation et signature de contrats. Vous assurez l’interface client pour la partie logistique des commandes vous définissez les plans d’actions élaborez vos propositions commerciales. Votre démarche s’effectue dans un esprit de prospection et de développement de votre portefeuille client. Par votre action vous renforcez la présence de l’entreprise sur votre secteur et établissez un reporting régulier de votre activité. L’équipe à taille humaine vous permet de participer activement au processus de décision de l’entreprise. Nous vous offrons : d’exprimer votre potentiel au sein d’une entreprise solide et à taille humaine. De profiter d’un marché en pleine croissance d’une formation complète à nos solutions. De formation Commerciale Bac +2 à Bac +5 (BTS Force de vent DUT Techniques de commercialisation Ecole de Commerce…) Vous avez un réel tempérament commercial. Vous souhaitez vous impliquer dans le développement d une entreprise en croissance rapide. Vous aimez les nouvelles technologies. Vous êtes organisé(e) rigoureux (se) et doté(e) d un bon relationnel. Votre goût du challenge votre enthousiasme et votre sens de l’autonomie feront de vous le (la) candidat(e) idéal(e) pour cette fonction Localisation : Saint Quentin en Yvelines / Guyancourt (proche de la gare SNCF / RER) Indemnisation Légale : 504€/ mois + primes Durée du stage : 3 à 6 mois Date de début : ASAP Geocoyote propose des solutions de Gélocalisation (positionnement en temps réel des véhicules) innovantes dans ce secteur d’activité. Ainsi nos solutions permettent à une société non seulement de gérer au mieux sa flotte de véhicules mais aussi de contribuer à la sauvegarde des points de permis de ses collaborateurs. La solution GéoCoyote est unique : c’est la première fois qu’une solution de géolocalisation présente un intérêt pour l entreprise et pour ses conducteurs. Avec plus de 30 000 véhicules équipés en France à ce jour Geocoyote a réussi son pari de développer une solution performante parfaitement adaptée aux besoins de ses clients. Dans le souci de mieux répondre aux attentes de réactivité et de rentabilité des acteurs de notre marché et poursuivre notre développement sur le plan national nous recherchons un (H/F): Un (e) Commercial pour la Vente de notre solution de géolocalisation'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Créateur de sites web depuis 2001 l’agence de communication Axecibles accompagne ses clients professionnels (Professions libérales PME commerçants artisans …) dans la mise en place de leur stratégie de développement par le média web. Présent à travers toute la France et la Belgique avec nos 14 implantations 7000 entreprises nous font déjà confiance. Fort de nos résultats en 2014 de 16 M€ de chiffre d’affaires nous poursuivons notre développement en recrutant de nouveaux collaborateurs.'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Depuis 2001 Axecibles accélere la performance digitale de ses clients (PME PMI artisans commerçants et professions libérales). 7000 clients nous font confiance. 14 millions de C.A. en 2015. Nos solutions sur mesure sont éprouvées novatrices et a forte valeur ajoutée. Origine France Garantie Google Partner et certifiée Prestashop Axecibles est résolument tournée vers la qualité la proximité le service et le retour sur investissement pour chacun de ses clients et partenaires.'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Créateur de sites web depuis 2001 l’agence de communication Axecibles accompagne ses clients professionnels (Professions libérales PME commerçants artisans …) dans la mise en place de leur stratégie de développement par le média web. Présent à travers toute la France et la Belgique avec nos 14 implantations 7000 entreprises nous font déjà confiance. Fort de nos résultats en 2014 de 16 M€ de chiffre d’affaires nous poursuivons notre développement en recrutant de nouveaux collaborateurs.'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Créateur de sites web depuis 2001 l’agence de communication Axecibles accompagne ses clients professionnels (Professions libérales PME commerçants artisans …) dans la mise en place de leur stratégie de développement par le média web. Présent à travers toute la France et la Belgique avec nos 14 implantations 7000 entreprises nous font déjà confiance. Fort de nos résultats en 2014 de 16 M€ de chiffre d’affaires nous poursuivons notre développement en recrutant de nouveaux collaborateurs.'
commercial,'Notre client est spécialisé dans les fournitures de bureaux. Vous serez rattaché(e) au Chef des Ventes vous serez responsable de la prospection et de l’acquisition de nouveaux clients sur le segment du Middle Market sur un secteur géographique qui vous sera attribué en Ile de France. Vos principales missions sont les suivantes : ? Vous réalisez des appels téléphoniques pour identifier qualifier et prendre les rendez vous prospects ? Vous collectez les informations nécessaires à la création d’une offre commerciale efficace ? Vous transmettez les nouveaux comptes à l’équipe de commerciaux sédentaires et toutes les informations nécessaires à leur bonne gestion ? Vous planifiez de manière efficace des cycles d appels pour assurer un contact cohérent et régulier avec les prospects ? Vous organisez et réalisez des rendez vous prospects ? Vous reportez l’ensemble de vos actions commerciales sur le logiciel Salesforce Issu(e) d’une formation commerciale de niveau Bac+2 de type BTS NRC/DUT TC vous disposez d’une expérience d’au moins 2 ans dans un poste et environnement similaires (expérience de la chasse en BtoB expérience sectorielle dans la fourniture de bureau informatique mobilier et équipements). Chasseur( se) dans l’âme vous êtes orienté(e) new business et faites preuve d’un fort dynamisme et tempérament commercial. LE L GROUPE est une communauté RH représentée par LES NOUVEAUX HERITIERS une communauté Digitale représentée par LOUIS 21 Nos expertises : Recrutement Intérim – Conseil Formation – eRH – Digital – Expérience Client www.lesnouveauxheritiers.com – www.louis21.com'
commercial,'Rattaché (e) au Chef de Vente zone vous travaillez en étroite collaboration avec les commerciaux itinérants et participez activement au développement du CA. Vous êtes l interlocuteur privilégié des clients prenez en charge l organisation de l activité commerciale la relation client téléphonique. A ce titre vos missions sont les suivantes : Vous renseignez les clients au téléphone gérez les appels entrants et sortants Vous participez au développement du portefeuille de votre zone et proposez des ventes additionnelles Vous assurez le traitement commercial des devis rédigez et relancez les offres commerciales. Vous gérez la relation téléphonique clients dans le suivi des commandes l AD les livraisons renseignements commerciaux … Vous réalisez le reporting et analysez les statistiques. De formation supérieure commerciale et/ou technique (BTS NRC MUC DUT) vous justifiez d une une expérience de 2 ans sur un poste similaire idéalement acquise dans le secteur industriel. Sens de l écoute et de la relation client sens du service vous êtes force de conseil et proposez l offre la plus adaptée à leur besoin. Autonome et force de proposition vous prenez la responsabilité du développement de votre zone. Vous souhaitez vous investir au sein d une structure innovante et dynamique alors rejoignez nous ! Rémunération selon profil. Fixe+ primes+ intéressement+ plan d épargne Ce poste vous intéresse ? Merci de postuler en ligne. Pour faire la différence : www.springfrance.com ! A la recherche de nouvelles affinités professionnelles ? Spring cabinet de conseil en recrutement et intérim spécialisé recrute pour son client leader dans la conception la fabrication et l installation de protections textiles pour l environnement le transport et l industrie un Commercial Sédentaire H/F poste en CDI basé à Lyon.'
commercial,'Vos missions : Réaliser l administration des ventes Assurer l organisation et le suivi des actions commerciales Gérer la relation client Appliquer la stratégie webmarketing Assurer la promotion du site internet Profil recherché : Etre à l aise avec l outil informatique Posséder une fibre commerciale et avoir une première expérience ou contact en clientèle Niveau A2 en anglais Avoir une certaine appétence pour les outils Web et Mobile Le groupe accompagne les acteurs économiques d Auvergne Rhône Alpes dans la mise à disposition de personnel et la gestion des temps partiels.'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Depuis 2001 Axecibles accélere la performance digitale de ses clients (PME PMI artisans commerçants et professions libérales). 7000 clients nous font confiance. 14 millions de C.A. en 2015. Nos solutions sur mesure sont éprouvées novatrices et a forte valeur ajoutée. Origine France Garantie Google Partner et certifiée Prestashop Axecibles est résolument tournée vers la qualité la proximité le service et le retour sur investissement pour chacun de ses clients et partenaires.'
commercial,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Créateur de sites web depuis 2001 l’agence de communication Axecibles accompagne ses clients professionnels (Professions libérales PME commerçants artisans …) dans la mise en place de leur stratégie de développement par le média web. Présent à travers toute la France et la Belgique avec nos 14 implantations 7000 entreprises nous font déjà confiance. Fort de nos résultats en 2014 de 16 M€ de chiffre d’affaires nous poursuivons notre développement en recrutant de nouveaux collaborateurs.'
commercial,'Notre agence d emploi ARVE INTERIM ANNEMASSE (intérim CDD CDI et formation) recherche pour un de ses clients référence locale dans le commerce de gros UN ASSISTANT COMMERCIAL H/F Mission longue durée Si cette offre d emploi vous intéresse merci de nous faire parvenir votre CV actualisé soit directement à notre agence soit par mail. ARVE INTERIM ANNEMASSE 34 rue du Chablais 74100 ANNEMASSE (téléphone caché) (e mail caché) Motivé ponctuel et rigoureux vous souhaitez intégrer une équipe stable sous la responsabilité directe du gérant. Vos missions principales seront : Traitement des courriers saisie de devis. Relance auprès des fournisseurs suivi des facturations et lettrage comptable. Aide au standard téléphonique aide à la saisie des commandes d accueil Titulaire d un BAC + 2 secteur dans les secteurs du commerce ou de l administration vous justifiez d une expérience en tant qu assistant commercial Intérim CDD CDI'
commercial,'ANIMATEUR COMMERCIAL H/F Missions : Développer les ventes du journal des produits éditeurs Sud Ouest et des produits du groupe Animer et développer le réseau de diffuseurs de presse de la zone en respectant le cahier des charges Vendre des abonnements auprès de la cible des professionnels. Type de contrat : CDD de 6 mois Lieu de travail : La Rochelle 17 Salaire : 21 k€ bruts annuels Qualification : Employé Véhicule personnel indispensable (remboursement des frais kilométriques) Compétences clés : Qualités relationnelles et goût du travail en équipe Habile négociateur doté d un fort esprit d analyse Capacités d adaptation et d organisation Autonomie réactivité rigueur et disponibilité Maîtrise des outils informatiques (notamment Excel)Formation et expérience : Formation commerciale souhaitée. Expérience souhaitée de 2 ans dans un poste similaire. Les candidatures par courrier ou par e mail directement via le lien postuler ci dessous La SAPESO groupe SUD OUEST recrute:'
commercial,'Après une formation à nos produits vous aurez pour mission: de prospecter de nouveaux clients ( tous type d industrie) et d assurer la vente de nos porduits afin de gagner des parts de marché et de développer votre marge et le nombre de clients. d analyser les besoins de la clientèle locale et d en rendre compte dans des rapports et études afin de participer éventuellement à l évolution de la stratégie commerciale de la société en Pologne. Pour ce faire vous assurerez une présence terrain régulière de visite de prospects et futurs clients et vous distribuerez l offre produit adéquate en respectant la politique commerciale et marketing e l entreprise. de rechercher à optimiser la supply chain : en réalisant les approvisionnements de vos produits en fonction des besoins exprimés en optimisant la gestion des vos stocks en garantissant les délais de livraison de gérer les questions en lien avec la douane et les transitaires. De formation commerce et négociation vous avez idéalement acquis une première expérience e négoce de produits techniques ( consommables fournitures industrielles ) et en B to B ( industrie et/ ou logistique). Doté(e) d un excellent relationnel vous êtes autonome et faites preuve de capacités d adaptation face à des interlocuteurs variés. Réactif et anticipateur vous savez gérer plusieurs dossiers en simultané. Votre sens commercial votre esprit entrepreneurial votre engagement et votre sens du résultat sont vos atouts pour réussir à ce poste. Vous maîtrisez parfaitement le Polonais le Français et idéalement l Anglais. Bulteau Systems ( 53 M€) distribue des produits et service qui permettent de sécuriser l expédition des colis et des palettes pour des clients en B to B. Notre notoriété liée à nos porduits notre savoir faire et à nos implantations en France comme à l étranger nous amène à être l un des leaders sur notre marché. ( www.bulteausystems.com) Afin de renforcer notre équipe commerciale en Pologne et d accélérer notre développement sur cette zone nous recrutons en CDI un :'
commercial,'Pigier recrute pour un de ses clients spécialisé dans le matériel d essai et de mesures basé dans les Yvelines un(e) commercial(e). Vos missions: Participer à la mise en place à l application et l évaluation du plan d action commercial de l entreprise Etablir le plan de prospection Prospecter des entreprises nationales et internationales Réaliser la gestion administrative de la prospection Réaliser des tableaux de bord des ventes et participer à l élaboration des bilans. Savoir être Curieux Intérêt pour les domaines techniques Maîtrise de l anglais et connaissance d une langue vivante (Allemand Portugais Arabe) Pigier Performance c est la force d un réseau de 24 écoles en France au service de la formation des jeunes et des entreprises. Nous proposons des formations de Bac à Bac + 5 validées par des diplômes d Etat et des titres certifiés pour réaliser vos ambitions personnelles et professionnelles.'
commercial,'Rattaché(e) au manager commercial vos missions seront : Contribuer au développement du Chiffre d Affaires et de la marge de l entreprise Prospecter et gagner de nouveaux clients Assurer la relation et la satisfaction des clients Développer une relation efficace et productive avec les Partenaires de l entreprise Réaliser le reporting commercial Vous serez en lien avec les différents acteurs de la société : ?quipe Commerciale Sédentaire (pour coordination sur la fidélisation des clients) Relation Clients (validation des commandes suivi clients SAV…) Direction Administrative et Financière (élaboration et/ou validation des contrats engagements financiers recouvrement litiges clients…) Direction Technique Informatique Services dont Ingénieur Technico Commercial (élaboration et/ou validation des affaires complexes techniquement) dont équipe Services (production des services facturés suivi du client…) Niveau d’études : BAC +2 Vous possédez une expérience de 5 à 10 ans en qualité d ingénieur commercial. Une expérience au sein d une entreprise similaire serait un véritable atout. Permis de conduire obligatoire : déplacement en région parisienne et en province. Sérieux motivé et impliqué dans les missions confiées. Salaire : 50K€ (50 rémunération fixe 50 rémunération variable) Horaires : Forfait cadre GITEC acteur majeur de l emploi depuis 1978 recrute activement pour l un de ses clients situé à Massy (91) spécialiste dans les solutions télécoms dans le cadre d une embauche un(e) Ingénieur Commercial Itinérant.'
commercial,'Professionnels depuis 20 ans dans ce domaine d’activité nous intervenons dans le tertiaire l’enseignement le médical et l’industrie et effectuons également des mises en état ainsi que des travaux de vitrerie. Vous intervenez en tant que Commercial auprès des entreprises pour développer l activité. Vos missions sont les suivantes: Etablissement d un plan de prospection Saisie d informations fiches prospect/ client Prospection téléphonique auprès des entreprises Prise de rendez vous Etablissement de devis Saisie informatique sur CRM Liste non limitative qui dépendra de vos capacités et votre investissement Vous êtes un véritable chasseur et êtes reconnu pour votre pugnacité. Grace à vos actions et votre intérêt pour le secteur vous développez l activité de l entreprise. Professionnels depuis 20 ans dans ce domaine d’activité nous intervenons dans le tertiaire l’enseignement le médical et l’industrie et effectuons également des mises en état ainsi que des travaux de vitrerie. Vous intervenez en tant que Commercial auprès des entreprises pour développer l activité.'
commercial,'Notre client basé près de Durtal (49) est spécialisé dans la conception et la fabrication d’équipements spéciaux pour l assainissement l industrie et les travaux publics. Implanté depuis plusieurs générations et forte d’une équipe de 260 salariés l entreprise souhaite poursuivre son développement en intégrant de nouveaux talents capables d’accompagner les enjeux stratégiques. Intervenant dans le monde entier pour les entreprises et les collectivités cette entreprise dynamique en plein essor recherche un(e) : TECHNICO COMMERCIAL(E) SEDENTAIRE FRANCE ET EXPORT (HF) Sous la responsabilité du Directeur Commercial vous réalisez : L’accueil téléphonique des clients pour un premier niveau d’information avant le relais au Commercial régional et la réception des clients à l’usine Le soutien et l’interface technique aux commerciaux : • préparation des analyses d’affaires et des offres commerciales (spécifications et tarifs) • traitement des appels d’offres (préparation CCTP réponse aux dossiers en relation avec les concessionnaires châssis) • gestion du planning des démonstrations et des assistances techniques (suivi des stocks) • suivi quotidien de l’activité des commerciaux itinérants et du réseau d’agents en interface avec la direction commerciale La préparation et la participation aux réunions du plan industriel et commercial Le lancement de la fabrication en collaboration avec le service Planification Ordonnancement en respect des procédures en vigueur La révision des contrats et leurs conformités aux commandes correspondantes Des déplacements professionnels sont à prévoir en France et à l’international. Issu d’une formation technique et commerciale de niveau Bac+2 vous bénéficiez d’une expérience réussie d’au moins 2 ans à un poste similaire. Vous maîtrisez l’anglais (écrit et oral). La pratique d’une (ou plusieurs) autre langue européenne est un plus. Rigoureux(se) impliqué(e) vous êtes doté(e) d une bonne capacité d écoute et d analyse du besoin. Vos qualités relationnelles et de communication vous permettent de vous adapter à vos interlocuteurs. Pour ce poste nous vous proposons une rémunération motivante négociée selon profils (+ primes assiduité mutuelle tickets restaurants indemnités de déplacement...). Vous êtes intéressé/e ? Merci de contacter notre cabinet ACTTIF RECRUTEMENT en envoyant une lettre motivée et un CV à : (e mail caché) avec la référence TECCOSED 17 46 ACTTIF RECRUTEMENT est une filiale du groupe ACTTIF acteur régional connu dans le conseil en ressources humaines depuis 1998 et membre fondateur du réseau @prime. Notre cabinet en recrutement et conseil RH intervient auprès des entreprises du secteur privé (de la PME au Grand Groupe) et des Collectivités Territoriales (Communes Conseil Général Conseil Régional intercommunalités ...).'
commercial,'Nous recherchons un(e) Assistant(e) Commercial(e) grands comptes H/F Poste en CDD 3 mois basé à Nancy. Vous avez pour missions d assurer l interface sédentaire de l activité commerciale sur votre portefeuille client : Interface sédentaire commerciale interne et externe Gestion et suivi d un portefeuille client Gestion des appels entrants et sortants en avant vente Réponse aux demandes client Emission de devis Vérification et contrôle des informations et références Saisie des commandes dans le respect des procédures. Vous disposez d une expérience de 2 ans minimum dans une fonction d assistanat administratif et commercial sur des grands comptes en B to B. Vous avez le sens de l écoute de la rigueur pour traiter administrativement les dossiers et un bon relationnel clients. Vous maîtrisez idéalement le logiciel SAP Merci d adresser votre candidature sous la référence ARCNANCY/ABN L UGAP est la seule centrale d achat public généraliste française et constitue un acteur spécifique de l achat public. Nos cibles : Les collectivités territoriales le secteur hospitalier et l Etat. Notre mission : Dans son rôle traditionnel d achat pour revente l UGAP acquiert des fournitures et des services destinés aux personnes publiques soit près de 200 000 références dans les secteurs du mobilier informatique véhicules énergie médical et services.'
commercial,'Vous êtes sous la responsabilité du Chef d agence Vos principales sont les suivantes : Assurer le suivi/développement d une clientèle existante et la prospection de nouveaux clients sur un secteur géographique déterminé (95/60) Vous vous appuyez sur une réglementation rigoureuse vous jouez un véritable rôle de conseillé en sécurité incendie auprès de nos clients/prospects. Lors de cette mission vous commercialisez l offre globale Eurofeu (détection extinction maintenance formation...) chez votre clientèle privée et publique. De formation technique et/ou commerciale vous justifiez d une première expérience dans la commercialisation de produits techniques. De réelles aptitudes organisationnelles relationnelles et de la rigueur vous permettront de réussir à dépasser vos objectifs. Leader sur le marché de la sécurité incendie le Groupe EUROFEU offre une gamme complète de produits et de services en matière de sécurité incendie : installation et maintenance d extincteurs de RIA (robinet d incendie armé) de désenfumage de détection incendie d éclairage de sécurité de plans et signalétique. Notre groupe couvre l ensemble du territoire français avec 26 agences et un effectif de 1000 collaborateurs. Notre activité est en constante évolution.'
